Fecha,Año,Mes,CCAA,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Consumo per capita,Variación consumo 2020 respecto a 2019 (%),Variación consumo 2019 respecto a 2018 (%),Variación precio 2020 respecto a 2019 (%),Variación precio 2019 respecto a 2018 (%)
06-2020,2020,6,Cantabria,MELOCOTONES,133.85,262.23,1.96,41.06,0.25,33.31673306772907,-63.976893545262094,55.30352383772581,-67.00021498231283
06-2020,2020,6,Cantabria,NECTARINAS,224.68,461.08,2.05,35.38,0.42,-5.648175366396502,-23.38899076665701,24.226748572044386,-22.52489197820777
06-2020,2020,6,Cantabria,ALBARICOQUES,139.11,309.37,2.22,31.24,0.26,-31.269762845849797,-10.382997564755364,2.95517321707877,-28.150255846205347
06-2020,2020,6,Cantabria,FRESAS/FRESON,30.72,90.58,2.95,14.79,0.06,-36.98461538461539,-49.34538653366583,-50.416028027151306,-30.09872197137827
06-2020,2020,6,Cantabria,MELON,292.62,464.37,1.59,37.93,0.54,-19.8586804699696,-25.815233954367216,0.3240650722665111,-8.684329933516144
06-2020,2020,6,Cantabria,SANDIA,514.52,500.68,0.97,34.51,0.96,-42.266606822262126,78.37199527650462,-34.842924442362246,75.54255951021153
06-2020,2020,6,Cantabria,CIRUELAS,51.35,143.16,2.79,32.58,0.1,227.9054916985951,4.88948425987944,379.5979899497487,-10.97524604831494
06-2020,2020,6,Cantabria,CEREZAS,253.96,1124.27,4.43,61.25,0.47,-30.906518663619543,21.922579361130452,-2.7616329354782962,7.9017852976584955
06-2020,2020,6,Cantabria,UVAS,14.51,59.14,4.08,9.47,0.03,326.7647058823529,-6.336088154269973,216.4258962011771,101.18406889128097
06-2020,2020,6,Cantabria,KIWI,161.76,601.26,3.72,30.67,0.3,19.556541019955638,4.810597257727173,25.91568762957844,-0.6801447647572657
06-2020,2020,6,Cantabria,AGUACATE,59.12,255.57,4.32,27.59,0.11,22.427003520397594,51.80760767054385,44.81527651858568,41.85354875010047
06-2020,2020,6,Cantabria,PIÑA,121.42,171.37,1.41,11.83,0.23,52.979715257654014,-24.156712852365025,6.8191734712958905,62.757431267119834
06-2020,2020,6,Cantabria,OTRAS FRUTAS FRESCAS,278.21,656.96,2.36,52.27,0.52,-34.65567455843669,28.706166868198302,1.46257085051507,4.428817960421276
06-2020,2020,6,Cantabria,POMELO,5.55,12.17,2.19,1.77,0.01,-95.40410732030475,792.5351071692536,-88.40179167063756,385.11326860841433
06-2020,2020,6,Cantabria,FRUTAS IV GAMA,138.44,306.29,2.21,27.96,0.26,-47.93531402783,63.238995641230275,-10.054914398144057,16.671805941001118
06-2020,2020,6,Castilla La Mancha,T.FRUTAS FRESCAS,19110.75,30577.9,1.6,96.74,9.56,16.99029037062612,-7.541275887636766,31.730204217379242,-8.715342337325673
06-2020,2020,6,Castilla La Mancha,NARANJAS,1944.18,2729.22,1.4,41.4,0.97,-10.762988428720274,-28.281322009348877,57.50709850181212,-40.80789792816028
06-2020,2020,6,Castilla La Mancha,MANDARINAS,22.4,52.32,2.34,3.36,0.01,-84.09655662051829,13.808985132514534,-74.4206512173658,3.1935825639473205
06-2020,2020,6,Castilla La Mancha,LIMONES,594.15,1113.99,1.87,49.6,0.3,46.07970889779459,1.626605367048121,81.84919766891394,-21.904361239657824
06-2020,2020,6,Castilla La Mancha,PLATANOS,1933.85,3061.7,1.58,82.75,0.97,7.577755155399042,-9.755717986304942,12.081620400707251,-18.43959561216508
06-2020,2020,6,Castilla La Mancha,MANZANAS,1198.79,1822.43,1.52,63.09,0.6,21.953427806997013,-7.7732117390977935,24.47357097485846,-19.23087531927336
06-2020,2020,6,Castilla La Mancha,PERAS,638.39,1118.33,1.75,42.0,0.32,54.08510535589293,-28.18961781783517,70.10114837630236,-32.03597456970073
06-2020,2020,6,Castilla La Mancha,MELOCOTONES,893.08,1817.78,2.04,46.98,0.45,26.323234037737986,-8.257095028613696,46.10735126271962,-10.199574145584462
06-2020,2020,6,Castilla La Mancha,NECTARINAS,443.08,807.77,1.82,31.11,0.22,51.28896780141359,-33.35533052679485,63.904388937361766,-33.02666268040117
06-2020,2020,6,Castilla La Mancha,ALBARICOQUES,642.86,1435.28,2.23,36.11,0.32,-10.574782995771196,-11.815505397448485,8.629641402903287,-10.59398302905631
06-2020,2020,6,Castilla La Mancha,FRESAS/FRESON,108.34,354.06,3.27,13.1,0.05,-18.35719668425018,-32.949320398160786,-6.241559198156924,-27.426298189645237
06-2020,2020,6,Castilla La Mancha,MELON,1500.14,2279.54,1.52,47.82,0.75,14.26242868785656,-9.563761856543566,27.623099963608873,22.729927508846686
06-2020,2020,6,Castilla La Mancha,SANDIA,6597.81,6360.58,0.96,64.62,3.3,31.166837969101945,11.3307437778737,53.734117402517036,4.83588155700944
06-2020,2020,6,Castilla La Mancha,CIRUELAS,227.52,427.5,1.88,26.61,0.11,133.06699446834665,-8.070439777756846,93.106875056464,12.592818634930318
06-2020,2020,6,Castilla La Mancha,CEREZAS,592.56,2466.2,4.16,40.61,0.3,-12.415750266051791,11.848435252690566,2.1238886749402655,18.620997927125185
06-2020,2020,6,Castilla La Mancha,UVAS,52.8,183.73,3.48,9.77,0.03,61.02470265324794,-19.434889434889442,68.59056707652779,-19.554144829113454
06-2020,2020,6,Castilla La Mancha,KIWI,327.46,1238.83,3.78,35.52,0.16,-20.22121522194611,-13.514538558786354,7.6429136218686775,-8.936469880757397
06-2020,2020,6,Castilla La Mancha,AGUACATE,324.09,1063.12,3.28,36.08,0.16,56.762116668278985,17.539371197907798,49.31880108991823,17.144361446576074
06-2020,2020,6,Castilla La Mancha,PIÑA,363.58,565.85,1.56,20.43,0.18,100.88402674180892,-36.043676454998405,70.76078100009053,-1.0392713155144147
06-2020,2020,6,Castilla La Mancha,OTRAS FRUTAS FRESCAS,705.68,1679.67,2.38,44.4,0.35,14.821262955791653,3.665283540802216,11.198130445144724,16.758779015389845
06-2020,2020,6,Castilla La Mancha,POMELO,15.67,41.04,2.62,1.85,0.01,-54.18128654970759,-19.11069063386944,-44.68257177517185,-12.13879677877783
06-2020,2020,6,Castilla La Mancha,FRUTAS IV GAMA,534.87,923.91,1.73,28.59,0.27,-14.132284475838814,-20.867422125107982,-20.86152844637076,-7.21631459316834
06-2020,2020,6,Castilla Leon,T.FRUTAS FRESCAS,25494.94,42843.78,1.68,95.47,11.12,15.977924338271471,-5.734228309946183,32.21466879351798,-9.055723057674708
06-2020,2020,6,Castilla Leon,NARANJAS,3327.06,4471.76,1.34,54.65,1.45,-5.620138546116791,-25.79443265636052,51.01022210365288,-36.99564259027583
06-2020,2020,6,Castilla Leon,MANDARINAS,61.44,117.19,1.91,6.11,0.03,-80.36872543694284,44.205870156199616,-70.00742200496506,19.80805200380217
06-2020,2020,6,Castilla Leon,LIMONES,799.04,1602.99,2.01,53.65,0.35,77.99162434286731,-28.49998407288249,114.56163833489492,-43.366762937863385
06-2020,2020,6,Castilla Leon,PLATANOS,2600.01,4144.21,1.59,75.23,1.13,13.94407120600572,-5.1040523006288065,23.367487884164284,-15.453808711234613
06-2020,2020,6,Castilla Leon,MANZANAS,2539.16,3243.87,1.28,65.07,1.11,53.05825974260826,-3.321211697378697,39.71538955193667,-15.692483105961294
06-2020,2020,6,Castilla Leon,PERAS,967.54,1814.71,1.88,47.31,0.42,10.09034430967389,-2.4973096508647936,36.20676714302871,-7.5150286690083155
06-2020,2020,6,Castilla Leon,MELOCOTONES,1283.19,2456.38,1.91,53.38,0.56,44.524536249676196,-12.385284888195937,58.731122900659784,-6.380597466394029
06-2020,2020,6,Castilla Leon,NECTARINAS,1019.27,1963.89,1.93,47.84,0.44,15.35162173785111,-1.7370223744495354,41.40811198076052,-6.645918477091856
06-2020,2020,6,Castilla Leon,ALBARICOQUES,827.88,1702.19,2.06,41.4,0.36,5.211788478401768,-27.494793874278972,28.38093657844919,-28.583509285991287
06-2020,2020,6,Castilla Leon,FRESAS/FRESON,298.0,901.15,3.02,24.99,0.13,-8.228627740822871,-3.7153446997776047,-15.911614582847339,25.237522057706467
06-2020,2020,6,Castilla Leon,MELON,2528.03,3630.88,1.44,55.4,1.1,30.87141311494081,-9.13414272744805,43.14527892765622,13.404689092762496
06-2020,2020,6,Castilla Leon,SANDIA,5462.41,5084.79,0.93,58.66,2.38,22.448654779891424,31.43104626770688,34.457427988925645,29.0082794051928
06-2020,2020,6,Castilla Leon,CIRUELAS,167.33,353.8,2.11,14.17,0.07,63.20101433726715,22.33623672592769,94.22485726833554,9.241379310344826
06-2020,2020,6,Castilla Leon,CEREZAS,1071.66,4341.27,4.05,46.63,0.47,-13.336783709909577,-1.9108886544456634,9.462178517397893,9.541670579526812
06-2020,2020,6,Castilla Leon,UVAS,58.58,195.15,3.33,8.41,0.03,116.72216056233813,-70.68647652098471,71.01919200771187,-53.25850981034694
06-2020,2020,6,Castilla Leon,KIWI,600.65,2052.91,3.42,32.08,0.26,-1.7791441139437143,-11.189694734090457,16.406493646410404,-23.35170327616631
06-2020,2020,6,Castilla Leon,AGUACATE,290.9,1072.13,3.69,29.5,0.13,34.725824379399775,-17.164121844548465,28.827713825671104,-4.267703492384855
06-2020,2020,6,Castilla Leon,PIÑA,411.65,620.42,1.51,16.03,0.18,23.522174878473262,-18.390635713586057,39.6178859959043,-13.88512073175458
06-2020,2020,6,Castilla Leon,OTRAS FRUTAS FRESCAS,1181.15,3074.08,2.6,53.82,0.52,10.05152477941246,1.9230403980931037,31.49344260892625,-1.7582343696158145
06-2020,2020,6,Castilla Leon,POMELO,98.76,197.23,2.0,2.93,0.04,39.787685774946915,-20.573355817875207,30.305232558139515,-1.6312471566907067
06-2020,2020,6,Castilla Leon,FRUTAS IV GAMA,781.17,1505.05,1.93,25.23,0.34,-4.2061633168602235,-7.78668596564631,23.60487175907294,-12.097804664996637
06-2020,2020,6,Cataluña,T.FRUTAS FRESCAS,68945.41,136585.14,1.98,96.86,9.98,7.234494135228053,3.131956135193935,23.54180612987792,1.561418029526508
06-2020,2020,6,Cataluña,NARANJAS,7511.31,10730.03,1.43,42.27,1.09,-19.8531145665834,13.02934660300377,24.97137779102935,-6.5189651530691135
06-2020,2020,6,Cataluña,MANDARINAS,73.3,176.73,2.41,2.06,0.01,-86.31620213937686,-25.124054737842638,-78.05959031657356,-25.918772762388254
06-2020,2020,6,Cataluña,LIMONES,1755.81,3602.7,2.05,40.75,0.25,24.042557700866833,-18.886813212001737,54.23705593752941,-32.63288437689268
06-2020,2020,6,Cataluña,PLATANOS,7495.48,12574.61,1.68,78.02,1.09,10.873649114398887,11.82665857237144,15.131230784161856,-1.9584116910454534
06-2020,2020,6,Cataluña,MANZANAS,5664.6,9208.33,1.63,60.29,0.82,20.478545222523536,8.993736351877015,29.120656461340218,-12.194950782130134
06-2020,2020,6,Cataluña,PERAS,2286.82,4867.54,2.13,39.86,0.33,19.302803601798825,2.9115371606204277,42.427345825676795,2.5158308061037435
06-2020,2020,6,Cataluña,MELOCOTONES,5071.26,11839.93,2.33,61.46,0.73,16.75810829789634,-5.039681672096008,41.61647066703667,-6.807709027677146
06-2020,2020,6,Cataluña,NECTARINAS,1943.99,3963.78,2.04,37.61,0.28,17.692750113515967,-2.0273676843048087,31.86271411415209,-3.8793723679456202
06-2020,2020,6,Cataluña,ALBARICOQUES,2322.23,5730.34,2.47,43.92,0.34,-7.682430391018811,-4.36964439138997,4.508556244334897,5.415818342263566
06-2020,2020,6,Cataluña,FRESAS/FRESON,1034.56,3646.82,3.52,28.24,0.15,37.59459495404913,-22.673701098358634,57.4354922962023,-22.542751476322007
06-2020,2020,6,Cataluña,MELON,8834.33,14598.52,1.65,57.96,1.28,21.565931986718244,-3.098998335893507,41.4135817298378,13.74362048144982
06-2020,2020,6,Cataluña,SANDIA,13582.54,14913.45,1.1,61.82,1.97,14.141869122750993,4.712350561149158,32.61315527622239,-3.9988834131362903
06-2020,2020,6,Cataluña,CIRUELAS,1008.81,2261.61,2.24,25.4,0.15,134.45430882216232,2.577061530025972,141.6430715972349,-8.929648730174184
06-2020,2020,6,Cataluña,CEREZAS,3460.94,17006.56,4.91,58.23,0.5,-14.318958837232904,4.769624219284955,1.1005003138851528,28.605362889137442
06-2020,2020,6,Cataluña,UVAS,316.6,1207.39,3.81,11.26,0.05,5.263157894736856,12.471019370278949,6.645762487302919,18.759899717825277
06-2020,2020,6,Cataluña,KIWI,1689.59,6458.56,3.82,32.42,0.24,7.325299980308329,10.276203618736739,31.916918746795808,0.549580318616935
06-2020,2020,6,Cataluña,AGUACATE,988.26,3846.84,3.89,36.46,0.14,10.705844134021882,12.542864346949067,21.3579277122117,13.362468215679188
06-2020,2020,6,Cataluña,PIÑA,1377.58,2422.32,1.76,23.1,0.2,44.6430071398572,-25.908638287279068,49.18978843962677,-9.5535192045233
06-2020,2020,6,Cataluña,OTRAS FRUTAS FRESCAS,2527.42,7529.06,2.98,48.19,0.37,-14.987268709279203,14.662413896838174,-6.416781951223756,16.250449739692836
06-2020,2020,6,Cataluña,POMELO,124.92,278.05,2.23,3.15,0.02,-62.913042187453605,66.9789807654174,-57.758568303354394,94.43492644886867
06-2020,2020,6,Cataluña,FRUTAS IV GAMA,2324.31,5071.59,2.18,28.16,0.34,3.270996894285747,-27.2727566484635,19.37759511905772,-26.397089397089402
06-2020,2020,6,Extremadura,T.FRUTAS FRESCAS,9673.89,16051.33,1.66,96.93,8.63,4.819884148548172,2.0751119290732336,9.171852183358151,9.385083172572948
06-2020,2020,6,Extremadura,NARANJAS,771.42,1018.26,1.32,37.08,0.69,-26.45858755338622,-43.79617970905778,16.6164664383797,-50.81508269118111
06-2020,2020,6,Extremadura,MANDARINAS,19.33,41.11,2.13,3.78,0.02,-59.020563917744326,-34.33105944591396,-31.023489932885905,-45.99003171726325
06-2020,2020,6,Extremadura,LIMONES,167.66,273.03,1.63,27.65,0.15,-21.400778210116734,92.18848544913956,10.542936961010552,28.49339298720217
06-2020,2020,6,Extremadura,PLATANOS,1089.79,1560.29,1.43,76.85,0.97,60.98530172095427,-24.336921168225867,69.00522085743376,-32.030715090297356
06-2020,2020,6,Extremadura,MANZANAS,638.11,890.35,1.4,51.25,0.57,40.62100577372296,-22.650257389288512,39.27169203334951,-35.02886296190903
06-2020,2020,6,Extremadura,PERAS,242.16,424.79,1.75,40.85,0.22,-17.989704687076667,-24.534859946841138,8.53923397296676,-32.79701907721895
06-2020,2020,6,Extremadura,MELOCOTONES,561.09,1055.75,1.88,53.49,0.5,21.550659647754603,7.446115171546951,59.87491671209643,-3.632251003283471
06-2020,2020,6,Extremadura,NECTARINAS,300.8,576.95,1.92,37.3,0.27,7.214143142286858,47.105704697986575,24.78641721639451,40.84442684375668
06-2020,2020,6,Extremadura,ALBARICOQUES,270.56,581.16,2.15,44.12,0.24,-60.06376572002126,106.9968529438724,-66.27789576297741,175.0849973662788
06-2020,2020,6,Extremadura,FRESAS/FRESON,244.75,896.82,3.66,15.42,0.22,-39.7122940118728,87.57565956660352,-55.21252103736036,275.73227253110167
06-2020,2020,6,Extremadura,MELON,1172.29,1668.56,1.42,51.22,1.05,37.85646248103766,3.71883690296141,66.72095602561924,15.01976738840619
06-2020,2020,6,Extremadura,SANDIA,2621.39,2303.21,0.88,59.55,2.34,1.390086832079524,40.87726467783679,7.193353966444044,27.53902772006886
06-2020,2020,6,Extremadura,CIRUELAS,212.48,515.9,2.43,22.25,0.19,62.919797577058745,117.98428881831855,105.93988263941559,105.11749774830099
06-2020,2020,6,Extremadura,CEREZAS,460.0,1817.94,3.95,41.45,0.41,-6.189456510655658,-17.71960734960987,2.7955894826123866,-12.685207585549737
06-2020,2020,6,Extremadura,UVAS,37.38,130.59,3.49,7.7,0.03,77.83063748810658,13.929539295392956,78.86590877961922,0.9122322045611759
06-2020,2020,6,Extremadura,KIWI,170.66,600.37,3.52,27.96,0.15,34.72803347280335,-39.14777094542659,95.21053487237847,-50.08358625614724
06-2020,2020,6,Extremadura,AGUACATE,93.17,324.9,3.49,34.59,0.08,59.48305374871619,46.0865216304076,50.326192569286995,63.99575081569163
06-2020,2020,6,Extremadura,PIÑA,117.03,203.76,1.74,16.54,0.1,55.873734683004805,-8.628453206766464,25.529817644159685,30.913783369626586
06-2020,2020,6,Extremadura,OTRAS FRUTAS FRESCAS,483.82,1167.59,2.41,49.51,0.43,46.53663264378955,11.574074074074074,47.19809382130834,28.087909958499534
06-2020,2020,6,Extremadura,POMELO,16.53,36.85,2.23,2.18,0.01,-71.85903983656793,733.1914893617022,-68.84247907330683,747.8136200716846
06-2020,2020,6,Extremadura,FRUTAS IV GAMA,300.05,679.9,2.27,19.21,0.27,-46.98388578698141,48.780231335436405,-26.436856227819618,29.024332360783433
06-2020,2020,6,Galicia,T.FRUTAS FRESCAS,26235.77,50627.47,1.93,94.98,10.11,0.7483615191339505,0.009639616596725293,9.536347958309634,1.8344383073726278
06-2020,2020,6,Galicia,NARANJAS,4079.79,5444.73,1.33,53.12,1.57,-11.492277954585388,-1.632511955749323,37.46922884648885,-20.39982072982255
06-2020,2020,6,Galicia,MANDARINAS,208.22,542.61,2.61,10.46,0.08,-56.39371727748691,109.04474214166886,-23.659922901601053,88.0967502910977
06-2020,2020,6,Galicia,LIMONES,601.1,1077.55,1.79,33.93,0.23,27.809317258829285,-22.773399014778324,40.483423073413036,-28.780872794800374
06-2020,2020,6,Galicia,PLATANOS,3518.94,5964.98,1.7,79.92,1.36,-1.2144180562573623,8.505408212685465,3.0612668025847367,-1.9772887010864504
06-2020,2020,6,Galicia,MANZANAS,2565.91,3836.81,1.5,61.66,0.99,6.799886786484299,10.691644244591055,9.525508689396881,-4.812212313394306
06-2020,2020,6,Galicia,PERAS,903.88,1903.4,2.11,39.77,0.35,17.864594199874816,-17.996535426335033,58.13304310982246,-25.086199385090303
06-2020,2020,6,Galicia,MELOCOTONES,1168.09,2483.55,2.13,44.7,0.45,29.342265529841644,-25.890974142670743,59.903036390326825,-28.15365115784215
06-2020,2020,6,Galicia,NECTARINAS,1828.6,3447.31,1.89,55.72,0.7,8.734561844788926,-2.5349908719464493,19.84682401449019,-7.901191086065573
06-2020,2020,6,Galicia,ALBARICOQUES,771.54,1508.97,1.96,30.96,0.3,-15.854336848763783,3.972195763595951,-10.807887363903957,-4.450418497475458
06-2020,2020,6,Galicia,FRESAS/FRESON,617.18,2102.53,3.41,34.64,0.24,13.107063006267635,-10.935918780400222,-3.5824180863503954,27.66299988876725
06-2020,2020,6,Galicia,MELON,2163.87,3497.4,1.62,51.33,0.83,30.689786378213828,-23.489290912871706,58.9893488864745,-6.336567898185727
06-2020,2020,6,Galicia,SANDIA,3109.46,3443.92,1.11,44.24,1.2,43.717617478357724,1.484087337883174,76.80440686493452,-4.299442855879502
06-2020,2020,6,Galicia,CIRUELAS,445.36,963.69,2.16,28.35,0.17,37.05493152792738,32.58394875351911,39.374349184311,26.048673776319408
06-2020,2020,6,Galicia,CEREZAS,1364.98,6069.7,4.45,50.29,0.53,-48.51715931249599,26.85364605013228,-37.668992642113,51.056855834501945
06-2020,2020,6,Galicia,UVAS,133.96,541.04,4.04,10.6,0.05,-1.1584151110455199,-36.904096834264436,18.42059184030817,-23.524488634461513
06-2020,2020,6,Galicia,KIWI,610.29,2212.52,3.63,33.32,0.24,-8.342845127958679,-23.739276837970014,17.72605859379156,-19.05504350073219
06-2020,2020,6,Galicia,AGUACATE,430.22,1670.09,3.88,34.43,0.17,49.64694424153884,11.008572090508915,40.49009051448568,25.281650805695193
06-2020,2020,6,Galicia,PIÑA,410.9,647.83,1.58,18.18,0.16,-5.782812070072463,30.25506242159967,0.2724163016391399,22.876053177123964
06-2020,2020,6,Galicia,OTRAS FRUTAS FRESCAS,1303.46,3268.82,2.51,53.37,0.5,-5.81732262982579,0.6648094673523345,0.9945529763982925,0.252751303248917
06-2020,2020,6,Galicia,POMELO,54.3,106.27,1.96,2.15,0.02,-51.5005359056806,47.49044921617705,-47.39890115329406,35.95558546433379
06-2020,2020,6,Galicia,FRUTAS IV GAMA,1022.05,1789.16,1.75,22.35,0.39,48.82633893467687,-11.348350868133993,21.875723763981426,-12.280030833029585
06-2020,2020,6,La Rioja,T.FRUTAS FRESCAS,2419.76,4879.42,2.02,99.03,7.88,5.857751568337522,-28.532481256604736,32.626091305435054,-26.221411167818072
06-2020,2020,6,La Rioja,NARANJAS,320.67,465.87,1.45,51.79,1.04,-33.54402835056887,-54.798126463700235,-8.536369883184454,-53.10543566325403
06-2020,2020,6,La Rioja,MANDARINAS,7.56,19.71,2.61,3.4,0.02,-69.31818181818183,-59.487010851693526,-47.7326968973747,-54.68637346791636
06-2020,2020,6,La Rioja,LIMONES,89.29,172.4,1.93,30.41,0.29,-9.37785446057038,-6.17084087229788,-15.04878289149502,1.9798994974874362
06-2020,2020,6,La Rioja,PLATANOS,411.54,599.54,1.46,80.55,1.34,62.22800378429518,-22.33889484157354,47.626317344627196,-30.15272427077601
06-2020,2020,6,La Rioja,MANZANAS,200.05,320.13,1.6,60.27,0.65,9.742717647704218,-3.330328260062577,13.759283607547696,-20.498912337203716
06-2020,2020,6,La Rioja,PERAS,45.85,116.18,2.53,38.04,0.15,-39.19098143236074,-12.131453210581512,9.243065350258592,-25.300273934115342
06-2020,2020,6,La Rioja,MELOCOTONES,178.71,499.47,2.79,35.26,0.58,112.2194513715711,-49.028509170147096,210.24908379402447,-44.1433627090417
06-2020,2020,6,La Rioja,NECTARINAS,81.62,195.04,2.39,30.87,0.27,-17.170692104729042,31.91432396251674,-6.113410994512379,48.661800486618
06-2020,2020,6,La Rioja,ALBARICOQUES,104.6,260.68,2.49,34.3,0.34,-10.460537579181645,24.422196187027364,39.557792173028545,-2.5562105482810815
06-2020,2020,6,La Rioja,FRESAS/FRESON,17.36,71.74,4.13,20.16,0.06,-63.11092222694433,143.8341968911917,-59.089872262773724,147.61366845523867
06-2020,2020,6,La Rioja,MELON,220.73,442.22,2.0,36.71,0.72,2.9764404012129675,37.51844485789439,54.871471597674585,53.98802782721243
06-2020,2020,6,La Rioja,SANDIA,388.44,463.34,1.19,48.78,1.27,31.737095570779346,-17.401535100005603,89.04120767033862,-23.51858208256624
06-2020,2020,6,La Rioja,CIRUELAS,105.85,295.88,2.8,22.46,0.34,1322.715053763441,6.43776824034335,1377.1842236645032,12.08729714605484
06-2020,2020,6,La Rioja,CEREZAS,90.81,412.16,4.54,36.78,0.3,8.780546238620026,-19.25718154560402,43.509749303621184,-12.545676004872105
06-2020,2020,6,La Rioja,UVAS,6.07,19.86,3.27,6.9,0.02,-73.5050196420777,592.1450151057402,-57.7985550361241,210.62706270627066
06-2020,2020,6,La Rioja,KIWI,51.25,220.84,4.31,22.63,0.17,-13.662398921832883,12.63757115749525,6.147560682528234,9.109502831969793
06-2020,2020,6,La Rioja,AGUACATE,29.02,125.74,4.33,32.93,0.09,-24.071166928309783,-5.44285007422069,12.468694096601071,-34.91296501135239
06-2020,2020,6,La Rioja,PIÑA,22.35,58.71,2.63,13.71,0.07,-27.127486142810564,-68.31938849292428,28.608981380065725,-65.86405443804681
06-2020,2020,6,La Rioja,OTRAS FRUTAS FRESCAS,47.98,119.89,2.5,28.81,0.16,-32.298574855369,-63.56860124402406,-22.093703294561042,-68.36793422404934
06-2020,2020,6,La Rioja,POMELO,2.76,4.39,1.59,1.7,0.01,-51.74825174825175,58.01104972375689,-60.66308243727598,93.0795847750865
06-2020,2020,6,La Rioja,FRUTAS IV GAMA,40.11,102.71,2.56,20.21,0.13,-52.33511586452764,-2.151162790697668,-12.296131841858086,-43.02879937731076
06-2020,2020,6,Madrid,T.FRUTAS FRESCAS,62836.45,112799.1,1.8,97.16,10.32,12.70115485751663,4.065978902698427,31.494072519326476,-2.6857914527230675
06-2020,2020,6,Madrid,NARANJAS,7598.89,10355.16,1.36,44.69,1.25,-2.790200844313671,-2.11497764810478,50.313541509412055,-13.19833730862228
06-2020,2020,6,Madrid,MANDARINAS,227.53,515.04,2.26,6.53,0.04,-72.72803547884455,63.8484652094503,-51.61853946305447,15.572684833351422
06-2020,2020,6,Madrid,LIMONES,1739.04,3342.81,1.92,48.74,0.29,25.089193232823103,-4.0326922811425785,51.477705274605746,-27.109138112130633
06-2020,2020,6,Madrid,PLATANOS,6772.72,10978.13,1.62,80.65,1.11,11.63652427325294,13.800470826572628,16.826274852425836,1.5644893874118861
06-2020,2020,6,Madrid,MANZANAS,4789.59,7808.97,1.63,63.91,0.79,31.22236286226226,-7.496147763675444,43.3593470322904,-23.9513367184675
06-2020,2020,6,Madrid,PERAS,1837.38,3797.41,2.07,39.62,0.3,24.516640575761905,-22.51575299306869,65.22187463289201,-29.01620813618788
06-2020,2020,6,Madrid,MELOCOTONES,3351.4,7039.38,2.1,53.33,0.55,36.929884414082764,1.7997221598329622,53.44730996688823,0.5995416817429284
06-2020,2020,6,Madrid,NECTARINAS,1626.06,2963.81,1.82,41.94,0.27,13.148702247581939,1.1721637509239933,11.944537821474022,16.070074221507134
06-2020,2020,6,Madrid,ALBARICOQUES,2322.37,5031.61,2.17,45.03,0.38,-15.424394827215748,-5.898500015421374,-2.0489170427070236,-7.196487931782053
06-2020,2020,6,Madrid,FRESAS/FRESON,556.09,1676.08,3.01,22.74,0.09,8.696247068021894,-36.022009629212775,21.387341845492006,-30.32818318515304
06-2020,2020,6,Madrid,MELON,6777.23,10137.46,1.5,60.71,1.11,23.212058627823843,-5.9633082418831815,40.34272139281442,7.002119789591249
06-2020,2020,6,Madrid,SANDIA,14111.09,14094.16,1.0,64.1,2.32,12.683815749441221,40.000111796798144,31.52886808440747,31.413812894585796
06-2020,2020,6,Madrid,CIRUELAS,794.28,1516.02,1.91,29.28,0.13,78.45379586151115,38.029523041617566,93.15309346651718,34.305270362765235
06-2020,2020,6,Madrid,CEREZAS,2964.54,12563.23,4.24,56.05,0.49,-6.783093206215851,-7.886634516516776,12.115738662578226,4.060707705565961
06-2020,2020,6,Madrid,UVAS,288.43,966.61,3.35,11.64,0.05,11.699326155991006,-19.83235020180068,7.753104586092355,-22.403681469819904
06-2020,2020,6,Madrid,KIWI,1559.07,5705.82,3.66,37.34,0.26,28.615976043359524,-22.26062976976848,46.60455603574529,-16.145518006614463
06-2020,2020,6,Madrid,AGUACATE,1028.17,3706.11,3.6,40.1,0.17,75.92396139894599,-3.7531083773858276,76.87898514756976,4.244341955352576
06-2020,2020,6,Madrid,PIÑA,1239.75,1966.47,1.59,21.51,0.2,35.3320670683783,-4.503377533149855,39.9772217674485,2.4667585683755964
06-2020,2020,6,Madrid,OTRAS FRUTAS FRESCAS,3252.83,8634.82,2.65,56.95,0.53,17.88093150009784,-4.58997915060318,32.67030089974926,-4.541427842279108
06-2020,2020,6,Madrid,POMELO,180.64,321.93,1.78,3.89,0.03,98.44007470064811,-46.51586368977673,94.32003380213679,-51.121142385082905
06-2020,2020,6,Madrid,FRUTAS IV GAMA,2127.84,4565.43,2.15,28.31,0.35,2.568255437297557,6.378418291738662,32.21518492454453,-6.834002460661787
06-2020,2020,6,Murcia,T.FRUTAS FRESCAS,14095.66,22926.48,1.63,96.16,10.15,25.380571591222445,-28.320218106791227,38.8466269260887,-27.121527897313946
06-2020,2020,6,Murcia,NARANJAS,2614.88,3694.49,1.41,31.62,1.88,78.7561012291328,-68.51089661348236,220.66050427461698,-73.92086738042961
06-2020,2020,6,Murcia,MANDARINAS,4.8,7.12,1.48,1.13,0.0,-96.0146130853537,195.63082965144818,-94.22452952628163,113.80506416926815
06-2020,2020,6,Murcia,LIMONES,851.88,1313.09,1.54,40.42,0.61,47.6753458378116,-22.649074111321184,60.94353267064605,-28.399796398357147
06-2020,2020,6,Murcia,PLATANOS,1270.25,1934.48,1.52,76.73,0.91,-5.656523644357965,26.01997360563828,4.266649418968161,13.178266200611239
