FECHA,PRODUCTO,SECTOR,PRECIO MEDIO,PROCEDENCIA
2020-04,CARACOLES,OTROS OTROS,6.00,MercaBarna
2020-04,CARDOS,HORTALIZAS HOJA,0.65,MercaBarna
2020-04,CAÑA DE AZUCAR,OTROS OTROS,1.00,MercaBarna
2020-04,CEBOLLA SECA,HORTALIZAS BULBOS,0.42,MercaBarna
2020-04,CEBOLLA SECA FIGUERAS,HORTALIZAS BULBOS,0.86,MercaBarna
2020-04,CEBOLLA TIERNA,HORTALIZAS BULBOS,0.65,MercaBarna
2020-04,CEREZAS,FRUTAS HUESO,10.97,MercaBarna
2020-04,CHAMPIÑONES,OTROS SETAS,1.65,MercaBarna
2020-04,CHIRIMOIA,FRUTAS EXOTICAS,1.68,MercaBarna
2020-04,CHIRIVIA,HORTALIZAS RAIZ,1.09,MercaBarna
2020-04,CIRUELA,FRUTAS HUESO,2.20,MercaBarna
2020-04,COCOS,FRUTAS EXOTICAS,0.95,MercaBarna
2020-04,COLES,HORTALIZAS HOJA,0.88,MercaBarna
2020-04,COLES CHINA,HORTALIZAS HOJA,1.10,MercaBarna
2020-04,COLES LOMBARDA,HORTALIZAS HOJA,0.45,MercaBarna
2020-04,COLIFLOR,HORTALIZAS INFLORESC.,1.62,MercaBarna
2020-04,DATILES,FRUTAS OTRAS,3.20,MercaBarna
2020-04,ENDIBIAS,HORTALIZAS TALLOS,0.90,MercaBarna
2020-04,ESCAROLA,HORTALIZAS HOJA,0.60,MercaBarna
2020-04,ESPARRAGO BLANCO,HORTALIZAS TALLOS,4.50,MercaBarna
2020-04,ESPARRAGO VERDE,HORTALIZAS TALLOS,1.67,MercaBarna
2020-04,ESPINACAS,HORTALIZAS HOJA,0.80,MercaBarna
2020-04,FRUTAS CAQUIS,FRUTAS OTRAS,1.13,MercaBarna
2020-04,FRUTAS FRAMBUESA,FRUTAS OTRAS,6.00,MercaBarna
2020-04,FRUTAS FRESA,FRUTAS OTRAS,6.00,MercaBarna
2020-04,FRUTAS FRESON,FRUTAS OTRAS,1.21,MercaBarna
2020-04,FRUTAS FRUTAS SIN DETERMINAR,FRUTAS OTRAS,0.90,MercaBarna
2020-04,FRUTAS GRANADAS,FRUTAS OTRAS,1.81,MercaBarna
2020-04,FRUTAS GROSELLA,FRUTAS OTRAS,11.00,MercaBarna
2020-04,FRUTAS HIGO CHUMBO,FRUTAS OTRAS,1.60,MercaBarna
2020-04,FRUTAS HIGOS,FRUTAS OTRAS,2.90,MercaBarna
2020-04,FRUTAS KIWIS,FRUTAS OTRAS,1.45,MercaBarna
2020-04,FRUTAS MELON AMARILLO,FRUTAS OTRAS,0.77,MercaBarna
2020-04,FRUTAS MELON GALIA,FRUTAS OTRAS,1.20,MercaBarna
2020-04,FRUTAS MELON SIN DETERMINAR,FRUTAS OTRAS,0.60,MercaBarna
2020-04,FRUTAS MELON VERDE PIEL DE SAPO,FRUTAS OTRAS,1.14,MercaBarna
2020-04,FRUTAS MORA,FRUTAS OTRAS,7.50,MercaBarna
2020-04,FRUTAS PIÑA TROPICAL,FRUTAS OTRAS,1.40,MercaBarna
2020-04,FRUTAS PLATANOS CANARIOS,FRUTAS OTRAS,1.06,MercaBarna
2020-04,FRUTAS PLATANOS IMPORTACION,FRUTAS OTRAS,0.90,MercaBarna
2020-04,FRUTAS SANDIA CON GRANA,FRUTAS OTRAS,1.01,MercaBarna
2020-04,FRUTAS SANDIA SIN GRANA,FRUTAS OTRAS,1.13,MercaBarna
2020-04,FRUTAS UVA BLANCA,FRUTAS OTRAS,2.78,MercaBarna
2020-04,FRUTAS UVA NEGRA,FRUTAS OTRAS,2.54,MercaBarna
2020-04,GIRGOLAS,OTROS SETAS,1.70,MercaBarna
2020-04,GUISANTE,HORTALIZAS VAINA,2.28,MercaBarna
2020-04,HABAS,HORTALIZAS VAINA,0.72,MercaBarna
2020-04,HINOJO,HORTALIZAS HOJA,0.65,MercaBarna
2020-04,JUDIA BOBI,HORTALIZAS VAINA,2.25,MercaBarna
2020-04,JUDIA FINA,HORTALIZAS VAINA,3.20,MercaBarna
2020-04,JUDIA PERONA,HORTALIZAS VAINA,3.75,MercaBarna
2020-04,JUDIAS SIN DETERMINAR,HORTALIZAS VAINA,1.60,MercaBarna
2020-04,LECHUGA ICEBERG,HORTALIZAS HOJA,0.50,MercaBarna
2020-04,LECHUGA LARGA,HORTALIZAS HOJA,0.64,MercaBarna
2020-04,LECHUGA SIN DETERMINAR,HORTALIZAS HOJA,0.50,MercaBarna
2020-04,LIMA,FRUTAS CITRICOS,2.00,MercaBarna
2020-04,LIMON,FRUTAS CITRICOS,1.39,MercaBarna
2020-04,MAIZ,OTROS OTROS,1.00,MercaBarna
2020-04,MANDARINA CLEMENTINA,FRUTAS CITRICOS,1.10,MercaBarna
2020-04,MANDARINA SATSUMA,FRUTAS CITRICOS,1.00,MercaBarna
2020-04,MANDARINAS SIN DETER.,FRUTAS CITRICOS,1.30,MercaBarna
2020-04,MANGOS,FRUTAS EXOTICAS,3.04,MercaBarna
2020-04,MANZANA AMARILLA GOLDEN,FRUTAS SEMILLA,0.82,MercaBarna
2020-04,MANZANA BICOLOR,FRUTAS SEMILLA,1.03,MercaBarna
2020-04,MANZANA ROJA,FRUTAS SEMILLA,0.75,MercaBarna
2020-04,MANZANA VERDE GRANNY SMITH,FRUTAS SEMILLA,0.85,MercaBarna
2020-04,MANZANAS SIN DETERMINAR,FRUTAS SEMILLA,1.40,MercaBarna
2020-04,MARACUYA,FRUTAS EXOTICAS,4.40,MercaBarna
2020-04,MELOCOTON AMARILLO,FRUTAS HUESO,2.58,MercaBarna
2020-04,MELOCOTON ROJO P.BLANCA,FRUTAS HUESO,2.72,MercaBarna
2020-04,MELOCOTONES ROJOS P.AMARILLA,FRUTAS HUESO,2.91,MercaBarna
2020-04,NABO,HORTALIZAS RAIZ,0.66,MercaBarna
2020-04,NARANJA,FRUTAS CITRICOS,0.98,MercaBarna
2020-04,NASHIS,FRUTAS SEMILLA,0.80,MercaBarna
2020-04,NECTARINA PULPA AMARILLA,FRUTAS HUESO,2.57,MercaBarna
2020-04,NECTARINA PULPA BLANCA,FRUTAS HUESO,2.55,MercaBarna
2020-04,NISPERO,FRUTAS SEMILLA,3.00,MercaBarna
2020-04,NÃSCALOS,OTROS SETAS,18.00,MercaBarna
2020-04,PAPAYAS,FRUTAS EXOTICAS,2.77,MercaBarna
2020-04,PATATA BLANCA CALIDAD MONA LISA,HORTALIZAS TUBERCULO,0.55,MercaBarna
2020-04,PATATA ROJA,HORTALIZAS TUBERCULO,0.46,MercaBarna
2020-04,PEPINO,HORTALIZAS FRUTO,0.65,MercaBarna
2020-04,PERA BLANQUILLA,FRUTAS SEMILLA,1.24,MercaBarna
2020-04,PERA DE INVIERNO,FRUTAS SEMILLA,0.99,MercaBarna
2020-04,PERA DE VERANO,FRUTAS SEMILLA,1.29,MercaBarna
2020-04,PERA TEMPRANA,FRUTAS SEMILLA,2.50,MercaBarna
2020-04,PEREJIL,HORTALIZAS HOJA,0.45,MercaBarna
2020-04,PIMIENTO LAMUYO,HORTALIZAS FRUTO,1.62,MercaBarna
2020-04,PIMIENTO ROJO,HORTALIZAS FRUTO,2.13,MercaBarna
2020-04,PIMIENTO VERDE ITALIANO,HORTALIZAS FRUTO,1.71,MercaBarna
2020-04,PITAHAYA,FRUTAS EXOTICAS,5.96,MercaBarna
2020-04,POMELO,FRUTAS CITRICOS,1.00,MercaBarna
2020-04,PUERROS,HORTALIZAS BULBOS,1.15,MercaBarna
2020-04,RABANOS,HORTALIZAS RAIZ,0.43,MercaBarna
2020-04,REMOLACHA,HORTALIZAS RAIZ,0.60,MercaBarna
2020-04,SECO ALMENDRAS,FRUTAS FRUTO,3.80,MercaBarna
2020-04,SECO NUECES,FRUTAS FRUTO,3.50,MercaBarna
2020-04,SETAS SIN DETERMINAR,OTROS SETAS,10.00,MercaBarna
2020-04,TOMATE MADURO,HORTALIZAS FRUTO,0.93,MercaBarna
2020-04,TOMATE VERDE,HORTALIZAS FRUTO,1.24,MercaBarna
2020-04,VARIOS,OTROS OTROS,1.50,MercaBarna
2020-04,VERDURAS OTRAS,HORTALIZAS OTROS,0.70,MercaBarna
2020-04,ZANAHORIA,HORTALIZAS RAIZ,0.45,MercaBarna
2020-05,ACEITUNAS,FRUTAS HUESO,3.80,MercaBarna
2020-05,ACELGAS,HORTALIZAS HOJA,0.83,MercaBarna
2020-05,AGUACATE,FRUTAS EXOTICAS,2.67,MercaBarna
2020-05,AJOS SECOS,HORTALIZAS BULBOS,2.87,MercaBarna
2020-05,AJOS TIERNOS,HORTALIZAS BULBOS,0.59,MercaBarna
2020-05,ALBARICOQUES,FRUTAS HUESO,1.52,MercaBarna
2020-05,ALCACHOFA,HORTALIZAS INFLORESC.,1.13,MercaBarna
2020-05,APIOS,HORTALIZAS HOJA,0.59,MercaBarna
2020-05,BATATA,HORTALIZAS TUBERCULO,0.97,MercaBarna
2020-05,BERENJENA LARGA,HORTALIZAS FRUTO,0.76,MercaBarna
2020-05,BERROS,HORTALIZAS HOJA,1.50,MercaBarna
2020-05,BORRAJA,HORTALIZAS HOJA,1.00,MercaBarna
2020-05,BROCOL,HORTALIZAS INFLORESC.,1.51,MercaBarna
2020-05,BROCULI,HORTALIZAS INFLORESC.,1.36,MercaBarna
2020-05,CALABACIN,HORTALIZAS FRUTO,0.63,MercaBarna
2020-05,CALABAZA,HORTALIZAS FRUTO,0.99,MercaBarna
2020-05,CALÇOTS,HORTALIZAS BULBOS,0.08,MercaBarna
2020-05,CARACOLES,OTROS OTROS,6.00,MercaBarna
2020-05,CARAMBOLA,FRUTAS EXOTICAS,5.00,MercaBarna
2020-05,CEBOLLA SECA,HORTALIZAS BULBOS,0.41,MercaBarna
2020-05,CEBOLLA SECA FIGUERAS,HORTALIZAS BULBOS,0.97,MercaBarna
2020-05,CEBOLLA TIERNA,HORTALIZAS BULBOS,0.62,MercaBarna
2020-05,CEREZAS,FRUTAS HUESO,3.42,MercaBarna
2020-05,CHAMPIÑONES,OTROS SETAS,1.61,MercaBarna
2020-05,CHIRIMOIA,FRUTAS EXOTICAS,1.51,MercaBarna
2020-05,CHIRIVIA,HORTALIZAS RAIZ,1.49,MercaBarna
2020-05,CIRUELA,FRUTAS HUESO,2.22,MercaBarna
2020-05,COCOS,FRUTAS EXOTICAS,0.95,MercaBarna
2020-05,COLES,HORTALIZAS HOJA,0.79,MercaBarna
2020-05,COLES CHINA,HORTALIZAS HOJA,1.10,MercaBarna
2020-05,COLES LOMBARDA,HORTALIZAS HOJA,0.45,MercaBarna
2020-05,COLIFLOR,HORTALIZAS INFLORESC.,2.11,MercaBarna
2020-05,DATILES,FRUTAS OTRAS,3.20,MercaBarna
2020-05,ENDIBIAS,HORTALIZAS TALLOS,0.90,MercaBarna
2020-05,ESCAROLA,HORTALIZAS HOJA,0.62,MercaBarna
2020-05,ESPARRAGO BLANCO,HORTALIZAS TALLOS,4.50,MercaBarna
2020-05,ESPARRAGO VERDE,HORTALIZAS TALLOS,1.40,MercaBarna
2020-05,ESPINACAS,HORTALIZAS HOJA,0.84,MercaBarna
2020-05,FRUTAS CAQUIS,FRUTAS OTRAS,1.42,MercaBarna
2020-05,FRUTAS FRAMBUESA,FRUTAS OTRAS,6.00,MercaBarna
2020-05,FRUTAS FRESA,FRUTAS OTRAS,6.00,MercaBarna
2020-05,FRUTAS FRESON,FRUTAS OTRAS,1.45,MercaBarna
2020-05,FRUTAS FRUTAS SIN DETERMINAR,FRUTAS OTRAS,0.90,MercaBarna
2020-05,FRUTAS GRANADAS,FRUTAS OTRAS,2.10,MercaBarna
2020-05,FRUTAS GROSELLA,FRUTAS OTRAS,11.00,MercaBarna
2020-05,FRUTAS HIGO CHUMBO,FRUTAS OTRAS,1.64,MercaBarna
2020-05,FRUTAS HIGOS,FRUTAS OTRAS,3.96,MercaBarna
2020-05,FRUTAS KIWIS,FRUTAS OTRAS,1.71,MercaBarna
2020-05,FRUTAS MELON AMARILLO,FRUTAS OTRAS,0.70,MercaBarna
2020-05,FRUTAS MELON GALIA,FRUTAS OTRAS,1.20,MercaBarna
2020-05,FRUTAS MELON SIN DETERMINAR,FRUTAS OTRAS,0.60,MercaBarna
2020-05,FRUTAS MELON VERDE PIEL DE SAPO,FRUTAS OTRAS,0.99,MercaBarna
2020-05,FRUTAS MORA,FRUTAS OTRAS,7.50,MercaBarna
2020-05,FRUTAS PIÑA TROPICAL,FRUTAS OTRAS,1.05,MercaBarna
2020-05,FRUTAS PLATANOS CANARIOS,FRUTAS OTRAS,1.12,MercaBarna
2020-05,FRUTAS PLATANOS IMPORTACION,FRUTAS OTRAS,0.89,MercaBarna
2020-05,FRUTAS SANDIA CON GRANA,FRUTAS OTRAS,0.83,MercaBarna
2020-05,FRUTAS SANDIA SIN GRANA,FRUTAS OTRAS,1.07,MercaBarna
2020-05,FRUTAS UVA BLANCA,FRUTAS OTRAS,2.41,MercaBarna
2020-05,FRUTAS UVA NEGRA,FRUTAS OTRAS,2.41,MercaBarna
2020-05,GIRGOLAS,OTROS SETAS,1.70,MercaBarna
2020-05,GUISANTE,HORTALIZAS VAINA,2.05,MercaBarna
2020-05,HABAS,HORTALIZAS VAINA,0.70,MercaBarna
2020-05,HINOJO,HORTALIZAS HOJA,0.65,MercaBarna
2020-05,JUDIA BOBI,HORTALIZAS VAINA,1.97,MercaBarna
2020-05,JUDIA FINA,HORTALIZAS VAINA,3.50,MercaBarna
2020-05,JUDIA PERONA,HORTALIZAS VAINA,2.94,MercaBarna
2020-05,JUDIAS SIN DETERMINAR,HORTALIZAS VAINA,1.60,MercaBarna
2020-05,LECHUGA ICEBERG,HORTALIZAS HOJA,0.50,MercaBarna
2020-05,LECHUGA LARGA,HORTALIZAS HOJA,0.60,MercaBarna
2020-05,LECHUGA SIN DETERMINAR,HORTALIZAS HOJA,0.50,MercaBarna
2020-05,LIMA,FRUTAS CITRICOS,2.47,MercaBarna
2020-05,LIMON,FRUTAS CITRICOS,1.28,MercaBarna
2020-05,MAIZ,OTROS OTROS,1.00,MercaBarna
2020-05,MANDARINA CLEMENTINA,FRUTAS CITRICOS,1.52,MercaBarna
2020-05,MANDARINA SATSUMA,FRUTAS CITRICOS,1.00,MercaBarna
2020-05,MANDARINAS SIN DETER.,FRUTAS CITRICOS,1.30,MercaBarna
2020-05,MANGOS,FRUTAS EXOTICAS,2.77,MercaBarna
2020-05,MANZANA AMARILLA GOLDEN,FRUTAS SEMILLA,0.75,MercaBarna
2020-05,MANZANA BICOLOR,FRUTAS SEMILLA,0.90,MercaBarna
2020-05,MANZANA ROJA,FRUTAS SEMILLA,0.72,MercaBarna
2020-05,MANZANA VERDE GRANNY SMITH,FRUTAS SEMILLA,0.73,MercaBarna
2020-05,MANZANAS SIN DETERMINAR,FRUTAS SEMILLA,1.40,MercaBarna
2020-05,MARACUYA,FRUTAS EXOTICAS,4.40,MercaBarna
2020-05,MELOCOTON AMARILLO,FRUTAS HUESO,2.13,MercaBarna
2020-05,MELOCOTON ROJO P.BLANCA,FRUTAS HUESO,2.12,MercaBarna
2020-05,MELOCOTONES ROJOS P.AMARILLA,FRUTAS HUESO,2.20,MercaBarna
2020-05,NABO,HORTALIZAS RAIZ,0.76,MercaBarna
2020-05,NARANJA,FRUTAS CITRICOS,1.18,MercaBarna
2020-05,NASHIS,FRUTAS SEMILLA,0.80,MercaBarna
2020-05,NECTARINA PULPA AMARILLA,FRUTAS HUESO,2.09,MercaBarna
2020-05,NECTARINA PULPA BLANCA,FRUTAS HUESO,2.18,MercaBarna
2020-05,NISPERO,FRUTAS SEMILLA,2.61,MercaBarna
2020-05,NÃSCALOS,OTROS SETAS,18.00,MercaBarna
2020-05,PAPAYAS,FRUTAS EXOTICAS,2.80,MercaBarna
2020-05,PATATA BLANCA CALIDAD MONA LISA,HORTALIZAS TUBERCULO,0.54,MercaBarna
2020-05,PATATA ROJA,HORTALIZAS TUBERCULO,0.46,MercaBarna
2020-05,PEPINO,HORTALIZAS FRUTO,0.82,MercaBarna
2020-05,PERA BLANQUILLA,FRUTAS SEMILLA,1.18,MercaBarna
2020-05,PERA DE INVIERNO,FRUTAS SEMILLA,1.20,MercaBarna
2020-05,PERA DE VERANO,FRUTAS SEMILLA,1.04,MercaBarna
2020-05,PERA TEMPRANA,FRUTAS SEMILLA,2.38,MercaBarna
2020-05,PEREJIL,HORTALIZAS HOJA,0.42,MercaBarna
2020-05,PIMIENTO LAMUYO,HORTALIZAS FRUTO,1.55,MercaBarna
2020-05,PIMIENTO ROJO,HORTALIZAS FRUTO,2.13,MercaBarna
2020-05,PIMIENTO VERDE ITALIANO,HORTALIZAS FRUTO,0.89,MercaBarna
2020-05,PITAHAYA,FRUTAS EXOTICAS,5.51,MercaBarna
2020-05,POMELO,FRUTAS CITRICOS,1.08,MercaBarna
2020-05,PUERROS,HORTALIZAS BULBOS,1.15,MercaBarna
2020-05,RABANOS,HORTALIZAS RAIZ,0.43,MercaBarna
2020-05,REMOLACHA,HORTALIZAS RAIZ,0.60,MercaBarna
2020-05,SECO ALMENDRAS,FRUTAS FRUTO,3.80,MercaBarna
2020-05,SECO NUECES,FRUTAS FRUTO,3.50,MercaBarna
2020-05,SETAS SIN DETERMINAR,OTROS SETAS,10.00,MercaBarna
2020-05,TOMATE MADURO,HORTALIZAS FRUTO,0.61,MercaBarna
2020-05,TOMATE VERDE,HORTALIZAS FRUTO,0.92,MercaBarna
2020-05,VARIOS,OTROS OTROS,1.50,MercaBarna
2020-05,VERDURAS OTRAS,HORTALIZAS OTROS,0.70,MercaBarna
2020-05,ZANAHORIA,HORTALIZAS RAIZ,0.45,MercaBarna
2020-06,ACELGAS,HORTALIZAS HOJA,0.59,MercaBarna
2020-06,AGUACATE,FRUTAS EXOTICAS,1.93,MercaBarna
2020-06,AJOS SECOS,HORTALIZAS BULBOS,2.90,MercaBarna
2020-06,AJOS TIERNOS,HORTALIZAS BULBOS,0.75,MercaBarna
2020-06,ALBARICOQUES,FRUTAS HUESO,1.38,MercaBarna
2020-06,ALCACHOFA,HORTALIZAS INFLORESC.,1.94,MercaBarna
2020-06,APIOS,HORTALIZAS HOJA,0.64,MercaBarna
2020-06,BATATA,HORTALIZAS TUBERCULO,1.16,MercaBarna
2020-06,BERENJENA LARGA,HORTALIZAS FRUTO,0.57,MercaBarna
2020-06,BERROS,HORTALIZAS HOJA,1.50,MercaBarna
2020-06,BORRAJA,HORTALIZAS HOJA,1.00,MercaBarna
2020-06,BROCOL,HORTALIZAS INFLORESC.,1.62,MercaBarna
2020-06,BROCULI,HORTALIZAS INFLORESC.,1.75,MercaBarna
2020-06,CALABACIN,HORTALIZAS FRUTO,0.51,MercaBarna
2020-06,CALABAZA,HORTALIZAS FRUTO,1.01,MercaBarna
2020-06,CARACOLES,OTROS OTROS,6.00,MercaBarna
2020-06,CARAMBOLA,FRUTAS EXOTICAS,5.00,MercaBarna
2020-06,CARDOS,HORTALIZAS HOJA,0.65,MercaBarna
2020-06,CEBOLLA SECA,HORTALIZAS BULBOS,0.30,MercaBarna
2020-06,CEBOLLA SECA FIGUERAS,HORTALIZAS BULBOS,1.20,MercaBarna
2020-06,CEBOLLA TIERNA,HORTALIZAS BULBOS,0.60,MercaBarna
2020-06,CEREZAS,FRUTAS HUESO,3.16,MercaBarna
2020-06,CHAMPIÑONES,OTROS SETAS,1.55,MercaBarna
2020-06,CHIRIMOIA,FRUTAS EXOTICAS,1.50,MercaBarna
2020-06,CHIRIVIA,HORTALIZAS RAIZ,1.50,MercaBarna
2020-06,CIRUELA,FRUTAS HUESO,1.30,MercaBarna
2020-06,COCOS,FRUTAS EXOTICAS,0.62,MercaBarna
2020-06,COL BRUSELAS,HORTALIZAS HOJA,1.30,MercaBarna
2020-06,COLES,HORTALIZAS HOJA,0.52,MercaBarna
2020-06,COLES CHINA,HORTALIZAS HOJA,1.10,MercaBarna
2020-06,COLES LOMBARDA,HORTALIZAS HOJA,0.41,MercaBarna
2020-06,COLIFLOR,HORTALIZAS INFLORESC.,1.31,MercaBarna
2020-06,DATILES,FRUTAS OTRAS,3.20,MercaBarna
2020-06,ENDIBIAS,HORTALIZAS TALLOS,0.90,MercaBarna
2020-06,ESCAROLA,HORTALIZAS HOJA,0.75,MercaBarna
2020-06,ESPARRAGO BLANCO,HORTALIZAS TALLOS,4.50,MercaBarna
2020-06,ESPARRAGO VERDE,HORTALIZAS TALLOS,1.30,MercaBarna
2020-06,ESPINACAS,HORTALIZAS HOJA,0.72,MercaBarna
2020-06,FRUTAS CAQUIS,FRUTAS OTRAS,2.50,MercaBarna
2020-06,FRUTAS FRAMBUESA,FRUTAS OTRAS,7.00,MercaBarna
2020-06,FRUTAS FRESA,FRUTAS OTRAS,6.00,MercaBarna
2020-06,FRUTAS FRESON,FRUTAS OTRAS,2.85,MercaBarna
2020-06,FRUTAS FRUTAS SIN DETERMINAR,FRUTAS OTRAS,0.90,MercaBarna
2020-06,FRUTAS GRANADAS,FRUTAS OTRAS,2.50,MercaBarna
2020-06,FRUTAS GROSELLA,FRUTAS OTRAS,13.00,MercaBarna
2020-06,FRUTAS HIGO CHUMBO,FRUTAS OTRAS,1.70,MercaBarna
2020-06,FRUTAS HIGOS,FRUTAS OTRAS,4.35,MercaBarna
2020-06,FRUTAS KIWIS,FRUTAS OTRAS,2.16,MercaBarna
2020-06,FRUTAS MELON AMARILLO,FRUTAS OTRAS,0.82,MercaBarna
2020-06,FRUTAS MELON GALIA,FRUTAS OTRAS,0.96,MercaBarna
2020-06,FRUTAS MELON SIN DETERMINAR,FRUTAS OTRAS,0.60,MercaBarna
2020-06,FRUTAS MELON VERDE PIEL DE SAPO,FRUTAS OTRAS,0.82,MercaBarna
2020-06,FRUTAS MORA,FRUTAS OTRAS,7.50,MercaBarna
2020-06,FRUTAS PIÑA TROPICAL,FRUTAS OTRAS,0.84,MercaBarna
2020-06,FRUTAS PLATANOS CANARIOS,FRUTAS OTRAS,1.02,MercaBarna
2020-06,FRUTAS PLATANOS IMPORTACION,FRUTAS OTRAS,0.75,MercaBarna
2020-06,FRUTAS SANDIA CON GRANA,FRUTAS OTRAS,0.61,MercaBarna
2020-06,FRUTAS SANDIA SIN GRANA,FRUTAS OTRAS,0.67,MercaBarna
2020-06,FRUTAS UVA BLANCA,FRUTAS OTRAS,3.00,MercaBarna
2020-06,FRUTAS UVA NEGRA,FRUTAS OTRAS,1.86,MercaBarna
2020-06,GIRGOLAS,OTROS SETAS,1.70,MercaBarna
2020-06,GUISANTE,HORTALIZAS VAINA,3.00,MercaBarna
2020-06,HABAS,HORTALIZAS VAINA,0.70,MercaBarna
2020-06,HINOJO,HORTALIZAS HOJA,0.65,MercaBarna
2020-06,JUDIA BOBI,HORTALIZAS VAINA,2.36,MercaBarna
2020-06,JUDIA FINA,HORTALIZAS VAINA,3.50,MercaBarna
2020-06,JUDIA PERONA,HORTALIZAS VAINA,3.54,MercaBarna
2020-06,JUDIAS SIN DETERMINAR,HORTALIZAS VAINA,1.60,MercaBarna
2020-06,LECHUGA ICEBERG,HORTALIZAS HOJA,0.65,MercaBarna
2020-06,LECHUGA LARGA,HORTALIZAS HOJA,0.53,MercaBarna
2020-06,LECHUGA SIN DETERMINAR,HORTALIZAS HOJA,0.50,MercaBarna
2020-06,LIMA,FRUTAS CITRICOS,2.11,MercaBarna
2020-06,LIMON,FRUTAS CITRICOS,0.98,MercaBarna
2020-06,MAIZ,OTROS OTROS,1.00,MercaBarna
2020-06,MANDARINA CLEMENTINA,FRUTAS CITRICOS,2.00,MercaBarna
2020-06,MANDARINA SATSUMA,FRUTAS CITRICOS,1.50,MercaBarna
2020-06,MANDARINAS SIN DETER.,FRUTAS CITRICOS,1.30,MercaBarna
2020-06,MANGOS,FRUTAS EXOTICAS,3.20,MercaBarna
2020-06,MANZANA AMARILLA GOLDEN,FRUTAS SEMILLA,0.70,MercaBarna
2020-06,MANZANA BICOLOR,FRUTAS SEMILLA,0.94,MercaBarna
2020-06,MANZANA ROJA,FRUTAS SEMILLA,0.83,MercaBarna
2020-06,MANZANA VERDE GRANNY SMITH,FRUTAS SEMILLA,0.75,MercaBarna
2020-06,MANZANAS SIN DETERMINAR,FRUTAS SEMILLA,1.40,MercaBarna
2020-06,MARACUYA,FRUTAS EXOTICAS,4.40,MercaBarna
2020-06,MELOCOTON AMARILLO,FRUTAS HUESO,1.44,MercaBarna
2020-06,MELOCOTON ROJO P.BLANCA,FRUTAS HUESO,1.69,MercaBarna
2020-06,MELOCOTONES ROJOS P.AMARILLA,FRUTAS HUESO,1.31,MercaBarna
2020-06,NABO,HORTALIZAS RAIZ,0.80,MercaBarna
2020-06,NARANJA,FRUTAS CITRICOS,1.24,MercaBarna
2020-06,NASHIS,FRUTAS SEMILLA,0.80,MercaBarna
2020-06,NECTARINA PULPA AMARILLA,FRUTAS HUESO,1.62,MercaBarna
2020-06,NECTARINA PULPA BLANCA,FRUTAS HUESO,1.81,MercaBarna
2020-06,NISPERO,FRUTAS SEMILLA,1.70,MercaBarna
2020-06,NÃSCALOS,OTROS SETAS,18.00,MercaBarna
2020-06,PAPAYAS,FRUTAS EXOTICAS,3.50,MercaBarna
2020-06,PATATA BLANCA CALIDAD MONA LISA,HORTALIZAS TUBERCULO,0.45,MercaBarna
2020-06,PATATA ROJA,HORTALIZAS TUBERCULO,0.44,MercaBarna
2020-06,PEPINO,HORTALIZAS FRUTO,0.58,MercaBarna
2020-06,PERA BLANQUILLA,FRUTAS SEMILLA,1.39,MercaBarna
2020-06,PERA DE INVIERNO,FRUTAS SEMILLA,1.30,MercaBarna
2020-06,PERA DE VERANO,FRUTAS SEMILLA,1.46,MercaBarna
2020-06,PERA TEMPRANA,FRUTAS SEMILLA,1.95,MercaBarna
2020-06,PEREJIL,HORTALIZAS HOJA,0.40,MercaBarna
2020-06,PIMIENTO LAMUYO,HORTALIZAS FRUTO,1.55,MercaBarna
2020-06,PIMIENTO ROJO,HORTALIZAS FRUTO,1.35,MercaBarna
2020-06,PIMIENTO VERDE ITALIANO,HORTALIZAS FRUTO,0.94,MercaBarna
2020-06,PITAHAYA,FRUTAS EXOTICAS,5.50,MercaBarna
2020-06,POMELO,FRUTAS CITRICOS,1.28,MercaBarna
2020-06,PUERROS,HORTALIZAS BULBOS,1.15,MercaBarna
2020-06,RABANOS,HORTALIZAS RAIZ,0.45,MercaBarna
2020-06,RAMBUTAN,FRUTAS EXOTICAS,5.00,MercaBarna
2020-06,REMOLACHA,HORTALIZAS RAIZ,0.60,MercaBarna
2020-06,SECO ALMENDRAS,FRUTAS FRUTO,3.80,MercaBarna
2020-06,SECO CASTAÑAS,FRUTAS FRUTO,6.00,MercaBarna
2020-06,SECO NUECES,FRUTAS FRUTO,3.50,MercaBarna
2020-06,SETAS SIN DETERMINAR,OTROS SETAS,10.00,MercaBarna
2020-06,TOMATE MADURO,HORTALIZAS FRUTO,0.55,MercaBarna
2020-06,TOMATE VERDE,HORTALIZAS FRUTO,0.85,MercaBarna
2020-06,VARIOS,OTROS OTROS,1.50,MercaBarna
2020-06,VERDURAS OTRAS,HORTALIZAS OTROS,0.70,MercaBarna
2020-06,ZANAHORIA,HORTALIZAS RAIZ,0.50,MercaBarna
2020-07,ACELGAS,HORTALIZAS HOJA,0.55,MercaBarna
2020-07,AGUACATE,FRUTAS EXOTICAS,2.04,MercaBarna
2020-07,AJOS SECOS,HORTALIZAS BULBOS,2.78,MercaBarna
2020-07,AJOS TIERNOS,HORTALIZAS BULBOS,0.75,MercaBarna
2020-07,ALBARICOQUES,FRUTAS HUESO,1.55,MercaBarna
2020-07,ALCACHOFA,HORTALIZAS INFLORESC.,2.00,MercaBarna
